SNO,INSTCODE,NAME OF THE INSTITUTION,DIST,PLACE,branch_code,OC_BOYS,OC_GIRLS,SC_BOYS,SC_GIRLS,ST_BOYS,ST_GIRLS,BCA_BOYS,BCA_GIRLS,BCB_BOYS,BCB_GIRLS,BCC_BOYS,BCC_GIRLS,BCD_BOYS,BCD_GIRLS,BCE_BOYS,BCE_GIRLS,OC_EWS_BOYS,OC_EWS_GIRLS,COLLFEE
553,ABRK,"ABR COLLEGE OF ENGG AND
TECHNOLOGY",PKS,KANIGIRI,ECE,142778,142778,142778,142778,142778,142778,142778,142778,142778,142778,142778,142778,147668,147668,142778,142778,,,43000
554,ABRK,"ABR COLLEGE OF ENGG AND
TECHNOLOGY",PKS,KANIGIRI,EEE,114505,114505,114505,114505,114505,114505,114505,114505,114505,114505,114505,114505,114505,114505,114505,114505,,,43000
555,ABRK,"ABR COLLEGE OF ENGG AND
TECHNOLOGY",PKS,KANIGIRI,MEC,142553,142553,142553,142553,142553,142553,142553,142553,142553,142553,142553,142553,142553,142553,142553,142553,,,43000
556,ABRK,"ABR COLLEGE OF ENGG AND
TECHNOLOGY",PKS,KANIGIRI,MIN,137522,137522,137522,137522,137522,137522,137522,137522,137522,137522,137522,137522,137522,137522,137522,137522,,,43000
557,ANSN,"ST. ANNS COLLEGE OF ENGG. AND
TECHNOLOGY",PKS,CHIRALA,CIV,124931,140091,151334,151334,149873,149873,144855,144855,150096,150096,124931,140091,130372,140091,137247,140091,137985,,52470
558,ANSN,"ST. ANNS COLLEGE OF ENGG. AND
TECHNOLOGY",PKS,CHIRALA,CSC,83624,83624,140012,140012,139751,139751,128730,128730,116300,143676,83624,108092,113814,143957,127793,131313,103157,106320,52470
559,ANSN,"ST. ANNS COLLEGE OF ENGG. AND
TECHNOLOGY",PKS,CHIRALA,CSD,62682,62682,129511,129511,120728,133189,137863,137863,94497,114949,62682,62682,89818,89818,125868,125868,80942,79309,52470
560,ANSN,"ST. ANNS COLLEGE OF ENGG. AND
TECHNOLOGY",PKS,CHIRALA,CSE,47388,47388,108591,109015,109117,136545,79605,79605,67727,74317,112860,112860,74694,74694,90548,99763,65910,85805,52470
561,ANSN,"ST. ANNS COLLEGE OF ENGG. AND
TECHNOLOGY",PKS,CHIRALA,CSM,48735,48735,116925,119307,124571,124571,88354,114658,81298,81298,48735,48735,92761,111518,85255,85255,69845,77537,52470
562,ANSN,"ST. ANNS COLLEGE OF ENGG. AND
TECHNOLOGY",PKS,CHIRALA,CSO,86933,86933,134924,140082,136270,140300,148180,148180,135581,135581,126210,126210,122391,122391,126793,126793,111100,108575,52470
563,ANSN,"ST. ANNS COLLEGE OF ENGG. AND
TECHNOLOGY",PKS,CHIRALA,ECE,78353,78353,148868,148868,137200,137200,110993,145632,113602,116020,112453,142330,125853,125853,111980,126922,103663,112190,52470
564,ANSN,"ST. ANNS COLLEGE OF ENGG. AND
TECHNOLOGY",PKS,CHIRALA,EEE,90737,90737,150627,150627,151419,151419,149358,149358,145681,146195,90737,90737,139062,139062,112859,148887,131344,110087,52470
565,ANSN,"ST. ANNS COLLEGE OF ENGG. AND
TECHNOLOGY",PKS,CHIRALA,MEC,112467,114463,148031,148133,112467,114463,150082,151141,146838,146838,112467,114463,149092,149092,135354,135354,150108,,52470
566,BVSR,BVSR ENGINEERING COLLEGE,PKS,CHIMAKURTHY,CSD,142954,142954,151183,151183,142954,142954,142954,142954,142954,142954,142954,142954,150740,150740,142954,142954,,,43000
567,BVSR,BVSR ENGINEERING COLLEGE,PKS,CHIMAKURTHY,CSE,92054,92054,151690,151690,101632,143623,147347,147347,133279,133279,92054,92054,112197,148808,142769,142769,116000,107907,43000
568,BVSR,BVSR ENGINEERING COLLEGE,PKS,CHIMAKURTHY,ECE,132311,132311,151732,151732,132311,132311,132311,132311,132311,132311,132311,132311,132311,132311,132311,146748,146493,135166,43000
569,CECC,CHIRALA ENGINEERING COLLEGE,PKS,CHIRALA,CSD,130719,130719,130719,130719,130719,130719,130719,130719,130719,130719,130719,130719,130719,130719,130719,130719,,,49500
570,CECC,CHIRALA ENGINEERING COLLEGE,PKS,CHIRALA,CSE,115716,147077,150978,151638,139724,147077,148069,148069,129081,147077,115716,147077,129852,150211,150570,150570,134666,133996,49500
571,CECC,CHIRALA ENGINEERING COLLEGE,PKS,CHIRALA,ECE,139279,139279,150674,150674,139279,139279,143219,143219,139279,139279,139279,139279,139279,139279,139279,139279,,,49500
572,IITM,INDIRA INST OF TECHNOLOGY SCI,PKS,MARKAPUR,CAI,151745,151745,151758,151758,151766,151766,151745,151745,151775,151775,,151745,151745,151745,151745,151745,,,43000
573,IITM,INDIRA INST OF TECHNOLOGY SCI,PKS,MARKAPUR,CSC,134559,134559,134559,134559,134559,134559,134559,134559,134559,134559,134559,134559,134559,134559,134559,134559,,,43000
574,IITM,INDIRA INST OF TECHNOLOGY SCI,PKS,MARKAPUR,CSE,127136,147196,151583,151603,147403,147403,150139,150139,129831,148042,127136,147196,127136,147196,127136,147196,,,43000
575,IITM,INDIRA INST OF TECHNOLOGY SCI,PKS,MARKAPUR,ECE,150814,150814,150814,150814,150814,150814,150814,150814,150814,150814,150814,150814,150814,150814,150814,150814,,,43000
576,IITM,INDIRA INST OF TECHNOLOGY SCI,PKS,MARKAPUR,EEE,143445,143445,143445,143445,143445,143445,143445,143445,143445,143445,143445,143445,143445,143445,143445,143445,,,43000
577,KCIT,"KRISHNA CHAITANYA INST OF
TECHNOLOGY AND SCIENCES",PKS,MARKAPUR,AIM,103591,103591,139321,139321,103591,105052,103591,103591,142883,142883,103591,103591,103591,103591,118480,118480,140835,126101,43000
578,KCIT,"KRISHNA CHAITANYA INST OF
TECHNOLOGY AND SCIENCES",PKS,MARKAPUR,CAI,118414,118414,137816,137816,118414,118414,149682,149682,120916,120916,118414,118414,144913,144913,118414,118414,150078,,43000
579,KCIT,"KRISHNA CHAITANYA INST OF
TECHNOLOGY AND SCIENCES",PKS,MARKAPUR,CSE,99353,99353,150344,150344,125499,125499,141142,141142,147546,147546,99353,99353,136070,136070,150219,150219,131897,120693,43000
580,KCIT,"KRISHNA CHAITANYA INST OF
TECHNOLOGY AND SCIENCES",PKS,MARKAPUR,ECE,122858,122858,131951,131951,139729,139729,122858,122858,122858,122858,122858,122858,144332,144332,122858,122858,145043,,43000
581,MSEW,"MALINENI SUSEELAMMA WOMENS
ENGG COLLEGE",PKS,"SINGARAYAKOND
A",CSE,,147950,,150947,,147950,,149625,,147950,,,,147950,,147950,,150418,43000
582,PACE,"PACE INSTITUTE OF TECHNOLOGY
AND SCIENCES",PKS,ONGOLE,AID,60185,60185,113866,113866,116185,125863,109915,109915,118654,118654,88363,88363,84952,84952,86597,91273,75163,78560,44440
583,PACE,"PACE INSTITUTE OF TECHNOLOGY
AND SCIENCES",PKS,ONGOLE,AIM,67088,67088,119521,119521,124742,124742,119447,119447,135660,135660,67088,116765,100548,100548,111436,111436,78879,80143,44440
584,PACE,"PACE INSTITUTE OF TECHNOLOGY
AND SCIENCES",PKS,ONGOLE,CIC,87779,87779,131296,132428,131736,134004,129224,135537,138365,145475,130543,130543,142214,142214,125454,143980,99449,105887,44440
585,PACE,"PACE INSTITUTE OF TECHNOLOGY
AND SCIENCES",PKS,ONGOLE,CIT,78761,78761,101204,101204,124888,124888,124987,124987,145653,145653,78761,78761,116899,116899,118284,118284,91955,91540,44440
586,PACE,"PACE INSTITUTE OF TECHNOLOGY
AND SCIENCES",PKS,ONGOLE,CIV,121654,125591,141749,147908,143351,151500,146967,146967,148093,148093,139789,139789,140061,143930,121654,150489,127273,147396,44440
587,PACE,"PACE INSTITUTE OF TECHNOLOGY
AND SCIENCES",PKS,ONGOLE,CSE,39892,39892,81193,81193,139309,147101,70237,70237,64275,64275,39892,100035,78397,78397,68135,68135,52860,51423,44440
588,PACE,"PACE INSTITUTE OF TECHNOLOGY
AND SCIENCES",PKS,ONGOLE,CSER,115299,118586,147580,149972,138882,151465,115299,142801,148222,148222,134213,134213,142843,144014,143249,143249,141515,144867,44440
589,PACE,"PACE INSTITUTE OF TECHNOLOGY
AND SCIENCES",PKS,ONGOLE,ECE,83324,83324,119642,130228,133114,133114,123174,123174,148898,148898,123766,123766,142231,142231,114688,120420,100937,104940,44440
590,PACE,"PACE INSTITUTE OF TECHNOLOGY
AND SCIENCES",PKS,ONGOLE,EEE,109333,113089,132452,144840,109333,139435,148990,148990,143134,147561,147514,147514,144446,144446,118632,146473,130558,131103,44440
591,PACE,"PACE INSTITUTE OF TECHNOLOGY
AND SCIENCES",PKS,ONGOLE,EVT,96654,103224,135252,136470,130073,133381,143986,143986,146177,148772,96654,103224,147959,147959,96654,105137,110719,115993,44440
592,PACE,"PACE INSTITUTE OF TECHNOLOGY
AND SCIENCES",PKS,ONGOLE,INF,77985,77985,128710,129919,130467,130515,119220,126287,112484,149475,77985,77985,90365,112128,124686,149306,87215,88717,44440
593,PACE,"PACE INSTITUTE OF TECHNOLOGY
AND SCIENCES",PKS,ONGOLE,MEC,134332,134332,149062,150294,146685,146685,148515,148515,150971,150971,134332,134332,151415,151415,151438,151438,144992,,44440
594,PKSK,PRAKASAM ENGINEERING COLLEGE,PKS,KANDKUR,CAI,137912,137912,151605,151605,137912,137912,151110,151110,147846,147846,151545,151545,148221,148221,137912,151631,146350,146401,43000
595,PKSK,PRAKASAM ENGINEERING COLLEGE,PKS,KANDKUR,CIV,88683,107454,128234,128234,139888,139888,88683,107454,108346,108346,88683,107454,88683,107454,88683,107454,143765,,43000
596,PKSK,PRAKASAM ENGINEERING COLLEGE,PKS,KANDKUR,CSC,137728,146428,151594,151594,144669,146428,147068,150948,137728,146428,137728,146428,137728,146428,137728,146428,144314,122628,43000
597,PKSK,PRAKASAM ENGINEERING COLLEGE,PKS,KANDKUR,CSE,104906,104906,144016,150267,151400,151400,135654,146896,149713,149713,104906,129463,146653,146653,137245,137245,124786,124666,43000
598,PKSK,PRAKASAM ENGINEERING COLLEGE,PKS,KANDKUR,ECE,150708,150708,150708,150708,150708,150708,150708,150708,150708,150708,150708,150708,150708,150708,150708,150708,145368,144744,43000
599,PKSK,PRAKASAM ENGINEERING COLLEGE,PKS,KANDKUR,EEE,138679,138679,150695,150695,138679,138679,138679,138679,138679,138679,138679,138679,138679,138679,138679,138679,,,43000
600,PKSK,PRAKASAM ENGINEERING COLLEGE,PKS,KANDKUR,MEC,139542,139542,139542,139542,139542,139542,139542,146962,139542,139542,139542,139542,139542,139542,139542,139542,,,43000
601,QISE,"QIS COLLEGE OF ENGG. AND
TECHNOLOGY",PKS,ONGOLE,AI,78373,78373,150469,151134,132317,132317,134444,147920,132641,132641,108378,108378,80772,94740,125166,144108,81378,86485,43000
602,QISE,"QIS COLLEGE OF ENGG. AND
TECHNOLOGY",PKS,ONGOLE,AID,101764,101764,151013,151013,151428,151428,133451,141274,140728,146188,118974,118974,150213,150213,138992,145871,112964,128667,43000
603,QISE,"QIS COLLEGE OF ENGG. AND
TECHNOLOGY",PKS,ONGOLE,CIC,121842,147611,150293,150293,121842,151353,143088,149598,137256,147611,121842,147611,144540,147611,148141,148141,140940,148620,43000
604,QISE,"QIS COLLEGE OF ENGG. AND
TECHNOLOGY",PKS,ONGOLE,CIT,97814,150424,151533,151533,131040,150424,111022,150424,135685,150424,97814,150424,149957,150424,136754,150424,124210,105097,43000
605,QISE,"QIS COLLEGE OF ENGG. AND
TECHNOLOGY",PKS,ONGOLE,CIV,151326,151326,151326,151326,151326,151326,151326,151326,151326,151326,151326,151326,151326,151326,151326,151326,,,43000
606,QISE,"QIS COLLEGE OF ENGG. AND
TECHNOLOGY",PKS,ONGOLE,CSD,86708,86708,142717,151348,151347,151347,141716,143409,150378,150378,111753,111753,134649,134649,129273,129273,104747,102875,43000
607,QISE,"QIS COLLEGE OF ENGG. AND
TECHNOLOGY",PKS,ONGOLE,CSE,58998,58998,131625,134026,137541,140883,104508,109912,127276,127276,100005,100005,130263,130263,93908,109955,71922,72052,43000
608,QISE,"QIS COLLEGE OF ENGG. AND
TECHNOLOGY",PKS,ONGOLE,CSEB,148821,148821,148821,148821,148821,148821,148821,148821,148821,148821,148821,148821,149928,149928,148821,148821,135258,107730,43000
609,QISE,"QIS COLLEGE OF ENGG. AND
TECHNOLOGY",PKS,ONGOLE,CSM,66702,66702,149199,149199,125213,139683,127687,144460,125827,127526,66702,66702,120077,120077,81699,81699,75158,76073,43000
610,QISE,"QIS COLLEGE OF ENGG. AND
TECHNOLOGY",PKS,ONGOLE,ECE,107787,118151,147235,151227,151695,151695,150367,151165,151166,151166,143262,143262,148165,148218,137175,137736,126089,144873,43000
611,QISE,"QIS COLLEGE OF ENGG. AND
TECHNOLOGY",PKS,ONGOLE,EEE,148812,148812,148812,148812,148812,148812,148812,148812,148812,148812,148812,148812,148812,148812,148812,148812,,,43000
612,QISE,"QIS COLLEGE OF ENGG. AND
TECHNOLOGY",PKS,ONGOLE,EVT,151745,151745,151745,151745,151766,151767,151745,151745,151775,151775,,,151745,151745,151745,151745,,,43000
613,QISE,"QIS COLLEGE OF ENGG. AND
TECHNOLOGY",PKS,ONGOLE,INF,100208,147629,151626,151626,126494,147629,147262,147629,141940,147629,100208,147629,148883,148883,147463,147629,119428,147202,43000
614,QISE,"QIS COLLEGE OF ENGG. AND
TECHNOLOGY",PKS,ONGOLE,MEC,142008,142519,142008,142519,142008,142519,143936,143936,144330,144330,142008,142519,142008,142519,142008,142519,,,43000
615,QISP,QIS COLLEGE OF PHARMACY,PKS,ONGOLE,PHM,151745,151745,151758,151758,151766,151766,151745,151745,151775,151775,,151745,151745,151745,151745,151745,,,80000
616,RGAN,"RISE KRISHNA SAI GANDHI GROUP OF
INSTITUTIONS",PKS,ONGOLE,CSD,103729,103729,149855,149855,114371,142771,145061,149277,144670,144670,103729,103729,130590,130590,143835,146288,121059,121832,46200
617,RGAN,"RISE KRISHNA SAI GANDHI GROUP OF
INSTITUTIONS",PKS,ONGOLE,CSE,108035,108035,150026,150026,148189,149730,126625,135390,148143,148610,108035,130265,129700,148788,114900,134251,111296,111699,46200
618,RGAN,"RISE KRISHNA SAI GANDHI GROUP OF
INSTITUTIONS",PKS,ONGOLE,ECE,121333,121333,151422,151422,147014,147014,132927,132927,138932,138932,144075,144075,131000,131000,121333,121333,148885,123245,46200
619,RPRA,"RISE KRISHNA SAI PRAKASAM GROUP
OF INSTITUTIONS",PKS,ONGOLE,CIV,128362,128362,149894,149894,128362,128362,149865,150527,151053,151053,128362,128362,138681,145153,128362,150028,129638,119309,43000
620,RPRA,"RISE KRISHNA SAI PRAKASAM GROUP
OF INSTITUTIONS",PKS,ONGOLE,CSD,53466,53466,129976,129976,132093,137321,99855,99855,139605,139605,53466,53466,92745,95679,95969,95969,71925,60285,43000
621,RPRA,"RISE KRISHNA SAI PRAKASAM GROUP
OF INSTITUTIONS",PKS,ONGOLE,CSE,58853,58853,118704,118704,107364,131260,93374,93374,131038,131038,58853,58853,90504,90504,88897,88897,67046,70141,43000
622,RPRA,"RISE KRISHNA SAI PRAKASAM GROUP
OF INSTITUTIONS",PKS,ONGOLE,CSM,46592,66589,112699,112699,130954,130954,54212,111870,95375,95375,91346,91346,78884,78884,89966,96291,61894,54586,43000
623,RPRA,"RISE KRISHNA SAI PRAKASAM GROUP
OF INSTITUTIONS",PKS,ONGOLE,ECE,77438,77438,135609,138380,119014,139545,106528,106528,142916,142916,77438,119665,111694,122115,136892,136892,91059,86161,43000
624,RPRA,"RISE KRISHNA SAI PRAKASAM GROUP
OF INSTITUTIONS",PKS,ONGOLE,EEE,132382,132382,149844,149844,139056,150415,144034,144034,150038,150038,132382,132382,145057,145057,135208,135208,121238,144116,43000
625,RPRA,"RISE KRISHNA SAI PRAKASAM GROUP
OF INSTITUTIONS",PKS,ONGOLE,MEC,145195,145195,149364,149364,145195,145195,145195,145195,145195,145195,145195,145195,145195,145195,145195,145195,146258,,43000
626,SGIT,"DR SAMUEL GEORGE INSTITUTE OF
ENGG. AND TECHNOLOGY",PKS,MARKAPUR,AIM,151706,151706,151706,151706,151706,151706,151706,151706,151706,151706,151706,151706,151706,151706,151706,151706,,,59400
627,SGIT,"DR SAMUEL GEORGE INSTITUTE OF
ENGG. AND TECHNOLOGY",PKS,MARKAPUR,CIV,149400,149400,149400,149400,149400,149400,149400,149400,149400,149400,149400,149400,149400,149400,149400,149400,,,59400
628,SGIT,"DR SAMUEL GEORGE INSTITUTE OF
ENGG. AND TECHNOLOGY",PKS,MARKAPUR,CSE,150365,150365,151531,151531,150365,150365,150365,150365,150365,150365,150365,150365,150365,150365,150605,150605,120466,148538,59400
629,SGIT,"DR SAMUEL GEORGE INSTITUTE OF
ENGG. AND TECHNOLOGY",PKS,MARKAPUR,ECE,145336,149903,149522,149903,146278,149903,145336,149903,145336,149903,145336,149903,145336,149903,145336,149903,,,59400
630,VEDA,VEDA COLLEGE OF PHARMACY,PKS,"ADDANKI
POLAVARAM",PHM,105843,105843,105843,105843,105843,105843,105843,105843,105843,105843,105843,105843,105843,105843,105843,105843,,,38000
631,ADIT,"ADITYA INSTITUTE OF TECHNOLOGY
AND MGMT",SKL,TEKKALI,CIV,120397,128762,142382,142382,120397,128762,120397,128762,149211,149211,120397,128762,133953,133953,120397,128762,,,67320
632,ADIT,"ADITYA INSTITUTE OF TECHNOLOGY
AND MGMT",SKL,TEKKALI,CSD,151745,151745,151745,151745,151745,151745,151745,151745,151745,151745,,151745,151745,151745,151745,151745,62772,64290,67320
633,ADIT,"ADITYA INSTITUTE OF TECHNOLOGY
AND MGMT",SKL,TEKKALI,CSE,52291,52291,141799,141799,126473,151231,52291,52291,95875,95875,52291,52291,52291,52291,107242,125367,143291,60796,67320
634,ADIT,"ADITYA INSTITUTE OF TECHNOLOGY
AND MGMT",SKL,TEKKALI,CSM,59352,59352,151636,151636,140577,140577,59352,61843,66503,76527,59352,59352,59352,140950,59352,60447,55880,62761,67320
635,ADIT,"ADITYA INSTITUTE OF TECHNOLOGY
AND MGMT",SKL,TEKKALI,ECE,33762,33762,151639,151639,151446,151446,64491,64491,73828,73828,40780,40780,41733,42369,61664,61800,83016,90091,67320
636,ADIT,"ADITYA INSTITUTE OF TECHNOLOGY
AND MGMT",SKL,TEKKALI,EEE,86466,86466,134232,134232,86466,86466,86466,86466,103445,110333,86466,86466,86466,86466,86466,98963,110704,141570,67320
637,ADIT,"ADITYA INSTITUTE OF TECHNOLOGY
AND MGMT",SKL,TEKKALI,INF,65269,87901,151538,151538,65269,87901,65269,87901,121808,121808,65269,87901,65269,87901,92214,92214,72412,76136,67320
638,ADIT,"ADITYA INSTITUTE OF TECHNOLOGY
AND MGMT",SKL,TEKKALI,MEC,121881,133132,151149,151149,121881,133132,121881,133132,143709,143818,121881,133132,149002,149002,121881,133132,141632,,67320
639,BRAUSF,"COLLEGE OF ENGINEERING BR
AMBEDKAR UNIV SELF FINANCE",SKL,SRIKAKULAM,CIV,148420,148420,151733,151733,148420,148420,148420,148420,148420,148420,148420,148420,148420,148420,148420,148420,,,48500
640,BRAUSF,"COLLEGE OF ENGINEERING BR
AMBEDKAR UNIV SELF FINANCE",SKL,SRIKAKULAM,CSE,51362,51362,137532,137532,135295,135295,87146,87146,108766,109463,51362,69567,64850,64850,127776,127776,146406,115443,48500
641,BRAUSF,"COLLEGE OF ENGINEERING BR
AMBEDKAR UNIV SELF FINANCE",SKL,SRIKAKULAM,ECE,151745,151745,151745,151745,151745,151745,151745,151745,151745,151745,151745,151745,151745,151745,151745,151745,,,48500
642,BRAUSF,"COLLEGE OF ENGINEERING BR
AMBEDKAR UNIV SELF FINANCE",SKL,SRIKAKULAM,EEE,130611,130611,130611,145521,148942,148942,146062,146062,130611,130611,130611,130611,144270,145313,130611,130611,,,48500
643,BRAUSF,"COLLEGE OF ENGINEERING BR
AMBEDKAR UNIV SELF FINANCE",SKL,SRIKAKULAM,MEC,126823,126823,149546,149546,150663,150663,126823,126823,128467,128467,126823,126823,126823,126823,126823,126823,,,48500
644,GMRI,G M R INSTITUTE OF TECHNOLOGY,SKL,RAJAM,CAD,12434,12434,72764,131081,84348,114418,22553,29981,22564,31470,80620,80620,15927,16182,12434,12434,16698,25671,72600
645,GMRI,G M R INSTITUTE OF TECHNOLOGY,SKL,RAJAM,CIV,53290,53290,150055,150055,146726,149938,104445,126964,103042,103042,56486,56486,65215,66553,94424,94424,148595,140703,72600
646,GMRI,G M R INSTITUTE OF TECHNOLOGY,SKL,RAJAM,CSE,9712,11955,58335,58335,80458,88726,16883,16883,19318,19318,9712,31874,10708,12964,55906,55906,13976,17643,72600
647,GMRI,G M R INSTITUTE OF TECHNOLOGY,SKL,RAJAM,CSM,12535,12535,82146,82146,121844,148117,24569,27968,21021,31076,62336,62336,15624,15672,47396,75804,16128,21411,72600
648,GMRI,G M R INSTITUTE OF TECHNOLOGY,SKL,RAJAM,ECE,16669,16669,104845,104845,139822,139822,29246,39496,30420,30420,83976,83976,23127,23127,118162,118162,24517,33769,72600
649,GMRI,G M R INSTITUTE OF TECHNOLOGY,SKL,RAJAM,EEE,32176,32176,145719,145719,139976,139976,74491,74491,67099,67099,32176,32176,36917,40211,66080,77818,69086,69711,72600
650,GMRI,G M R INSTITUTE OF TECHNOLOGY,SKL,RAJAM,INF,15632,15632,109940,109940,139197,139197,26602,32436,27528,33733,23680,23680,23903,23903,96306,148039,20811,28633,72600
651,GMRI,G M R INSTITUTE OF TECHNOLOGY,SKL,RAJAM,MEC,51467,67348,151341,151341,148293,151631,87466,98228,102889,123156,57840,67348,69678,74959,100554,102900,111148,117798,72600
652,SSCE,SRI SIVANI COLLEGE OF ENGINEERING,SKL,SRIKAKULAM,AIM,110422,110422,149267,149267,110422,110422,138607,141685,146252,146252,110422,110422,140958,140958,136456,136456,147097,141292,43000
653,SSCE,SRI SIVANI COLLEGE OF ENGINEERING,SKL,SRIKAKULAM,CIV,7814,107090,7814,107090,7814,123314,133099,133099,151270,151270,7814,107090,134803,134803,7814,107090,,,43000
654,SSCE,SRI SIVANI COLLEGE OF ENGINEERING,SKL,SRIKAKULAM,CSE,69595,69595,149028,149028,110615,133203,130351,130351,148752,148752,94633,94633,100819,100819,81551,81551,,102363,43000
655,SSCE,SRI SIVANI COLLEGE OF ENGINEERING,SKL,SRIKAKULAM,ECE,94857,135653,128217,143756,131058,135653,135791,135791,125638,136397,94857,135653,112271,135653,112813,135653,,,43000
656,SSCE,SRI SIVANI COLLEGE OF ENGINEERING,SKL,SRIKAKULAM,EEE,151745,151745,151758,151758,151745,151745,151745,151745,151745,151745,,151745,151745,151745,151745,151745,,,43000
657,SSCE,SRI SIVANI COLLEGE OF ENGINEERING,SKL,SRIKAKULAM,MEC,134516,134516,150119,150119,135998,135998,134516,134516,134516,134516,134516,134516,134516,134516,134516,134516,,,43000
658,SSCP,SRI SIVANI COLLEGE OF PHARMACY,SKL,SRIKAKULAM,PHM,111253,111253,111253,111253,111253,111253,111253,111253,111253,111253,111253,111253,111253,111253,111253,111253,,,38000
659,VETS,"SR VENKATESWARA COLL OF
ENGINEERING",SKL,SRIKAKULAM,AIM,140755,142935,140755,142935,140755,142935,140755,142935,140755,142935,140755,142935,145467,145467,140755,142935,,,43000
660,VETS,"SR VENKATESWARA COLL OF
ENGINEERING",SKL,SRIKAKULAM,CIV,141574,141574,148301,148301,141574,141574,141574,141574,141574,141574,141574,141574,141574,141574,141574,141574,,,43000
661,VETS,"SR VENKATESWARA COLL OF
ENGINEERING",SKL,SRIKAKULAM,CSE,105772,105772,150143,150143,124477,151722,128607,128607,119646,135435,105772,105772,108968,108968,123540,123540,141616,137164,43000
662,VETS,"SR VENKATESWARA COLL OF
ENGINEERING",SKL,SRIKAKULAM,CSM,151745,151745,151745,151745,151766,151766,151745,151745,151745,151745,,151745,151745,151745,151745,151745,,,43000
663,VETS,"SR VENKATESWARA COLL OF
ENGINEERING",SKL,SRIKAKULAM,ECE,103032,142946,141878,150901,123680,144693,146575,146575,118527,142946,103032,142946,125637,142946,117896,142946,,,43000
664,VETS,"SR VENKATESWARA COLL OF
ENGINEERING",SKL,SRIKAKULAM,EEE,103034,135719,133427,135719,123194,142859,143879,143879,103034,149103,103034,135719,119985,135719,103034,135719,,,43000
